Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
7050,7.1,22.1,32.49,166.32,Soybean,163.02,3.97,8.301908405436098,4.44
7051,6.16,47.78,32.92,64.08,Corn,179.3,16.71,1.2309267315450814,52.02
7052,6.49,26.18,17.01,215.46,Soybean,148.53,11.06,8.587872202674152,44.01
7053,6.06,15.05,17.03,109.0,Wheat,189.04,14.65,4.094577516627271,22.02
7054,7.32,47.83,30.08,285.89,Corn,160.02,4.0,9.864047456255006,85.31
7055,7.21,33.69,26.93,108.54,Corn,76.41,7.06,6.395251387120852,36.63
7056,5.96,46.36,33.34,201.77,Soybean,165.8,16.85,8.641877021138047,79.4
7057,6.36,35.35,20.57,50.17,Rice,159.28,6.37,1.5632860055942102,77.78
7058,5.82,37.12,15.78,184.08,Corn,121.75,15.5,8.809443507490645,12.25
7059,6.78,34.78,29.09,73.6,Rice,165.8,7.7,7.150241170509428,23.95
7060,7.27,14.0,25.79,50.03,Rice,189.66,9.78,4.899877283869502,1.21
7061,7.3,49.94,18.72,127.46,Wheat,165.1,15.86,4.209581763379571,35.97
7062,7.06,46.05,23.49,255.75,Wheat,111.41,13.16,2.386872399093944,74.94
7063,5.75,11.99,34.33,54.62,Wheat,112.06,13.14,3.713480623021788,76.34
7064,6.99,19.48,15.97,183.31,Soybean,68.81,18.37,9.97571185221696,61.91
7065,5.93,49.41,15.84,134.73,Corn,68.48,17.84,3.665888708389659,13.94
7066,6.18,45.08,30.29,199.63,Corn,88.69,17.75,8.733618935531393,96.91
7067,6.26,12.91,28.48,113.9,Wheat,96.34,4.16,1.3785690058967377,61.64
7068,5.61,43.32,20.39,206.88,Corn,192.84,2.41,6.2857715696222005,89.53
7069,6.13,13.95,25.85,56.2,Soybean,141.27,3.8,2.7401223690246894,39.89
7070,5.86,43.13,34.01,136.1,Corn,123.61,12.3,4.239060189149569,44.27
7071,5.95,39.33,16.01,270.8,Corn,143.8,7.53,6.593196809117828,94.75
7072,6.73,11.51,29.7,183.86,Soybean,102.0,17.11,6.049759731909257,5.79
7073,7.13,17.83,18.03,71.2,Soybean,125.61,10.81,8.53106507327309,27.01
7074,6.48,37.46,15.59,184.58,Soybean,50.73,19.58,5.604193358633116,95.91
7075,6.24,25.91,26.57,245.54,Wheat,178.59,6.2,2.256055123424727,64.64
7076,5.87,31.17,23.32,121.52,Soybean,62.46,18.56,2.452738823242456,54.22
7077,6.29,12.58,32.25,76.98,Corn,162.17,5.96,6.205046682802041,14.71
7078,7.29,17.37,24.15,134.86,Soybean,56.33,13.23,5.17328528651887,94.67
7079,6.91,38.46,16.04,62.04,Soybean,173.41,5.49,6.234585202211601,3.4
7080,5.59,10.71,15.02,118.37,Corn,178.07,8.32,6.497382851176623,72.85
7081,6.68,22.21,34.84,223.15,Corn,66.85,11.07,1.004198775083664,47.41
7082,7.44,45.69,31.96,245.33,Corn,51.64,15.92,3.5067846651951027,53.53
7083,6.96,35.14,18.48,118.92,Soybean,152.75,11.84,6.58010519755806,17.11
7084,6.62,49.4,31.93,114.67,Wheat,87.64,17.58,3.3351543577866307,99.71
7085,7.07,19.62,28.86,57.78,Rice,80.66,12.21,8.960294269174575,62.29
7086,5.97,36.24,28.22,285.63,Wheat,196.85,18.33,6.229122457918828,90.21
7087,6.42,15.99,16.92,228.01,Wheat,154.31,10.74,3.613591720575198,7.37
7088,6.9,43.41,23.94,207.66,Corn,63.7,8.02,6.744848742911895,13.73
7089,5.65,38.2,27.7,248.75,Corn,90.26,9.94,2.914690880166213,21.53
7090,6.25,49.91,23.52,91.81,Rice,93.15,9.52,7.437343201830799,58.32
7091,7.36,10.12,22.23,149.21,Soybean,174.16,18.14,4.092088161483158,83.32
7092,6.56,34.9,34.87,265.97,Wheat,120.43,14.71,2.1998369999736043,58.77
7093,7.02,12.45,30.28,264.65,Soybean,100.76,4.89,6.507654493541094,70.49
7094,5.79,33.47,28.53,102.03,Corn,150.92,13.38,3.5635484980283847,59.49
7095,7.45,10.0,26.0,179.18,Wheat,152.32,14.43,7.343995335469877,44.6
7096,5.76,14.11,31.9,95.95,Soybean,80.85,14.53,8.977381030049166,68.66
7097,6.69,21.7,17.22,137.97,Wheat,152.11,6.66,8.096225799120338,20.41
7098,5.74,24.22,25.06,78.18,Rice,66.39,16.64,3.159105318897882,45.43
7099,7.37,40.63,28.35,146.81,Wheat,76.36,15.54,9.954318636799975,44.76
7100,6.72,16.73,28.42,184.72,Soybean,105.08,1.68,3.358253666525102,40.73
7101,5.55,29.48,24.25,274.92,Wheat,53.84,3.0,1.6523380402657362,34.26
7102,7.39,12.66,31.21,238.45,Rice,151.48,13.03,7.331576197999276,53.41
7103,6.73,41.36,22.06,79.32,Wheat,143.23,6.13,4.8832175695918725,1.46
7104,6.0,29.8,34.7,101.62,Rice,133.35,9.33,5.722332254224422,40.15
7105,5.51,42.24,15.69,105.36,Soybean,76.88,18.92,4.9115634078714905,51.76
7106,6.86,42.59,34.67,234.4,Rice,195.36,12.6,4.939787301624529,23.67
7107,6.94,21.3,34.75,129.27,Rice,196.84,19.48,4.147564011431911,5.96
7108,5.76,36.58,23.14,293.2,Corn,104.79,9.87,9.093662983904316,50.24
7109,7.27,16.83,31.26,105.59,Wheat,100.55,13.04,1.2143296422600656,31.36
7110,5.57,48.8,23.53,277.39,Wheat,55.25,3.82,8.09918060056599,74.05
7111,6.43,35.91,17.72,154.77,Soybean,71.28,5.75,6.04502737716895,95.2
7112,5.92,37.82,30.75,129.33,Rice,110.11,15.56,2.6547810246178463,51.56
7113,6.66,24.06,30.71,174.01,Rice,145.61,1.64,5.490655541015673,99.67
7114,6.65,43.93,21.06,111.84,Corn,63.57,11.04,9.097409218399836,58.1
7115,6.19,38.49,30.25,242.05,Corn,123.03,10.65,7.032312661048758,52.8
7116,5.68,45.29,30.51,67.76,Wheat,74.24,11.79,5.796861954771981,65.32
7117,5.76,16.16,15.68,142.01,Rice,128.33,18.08,7.901839391787534,21.11
7118,5.93,14.14,28.22,78.9,Rice,114.97,8.27,1.3161066017098602,6.46
7119,7.1,39.83,27.13,80.74,Soybean,198.18,3.03,9.14060926981355,95.13
7120,6.87,29.4,26.82,116.77,Wheat,91.28,16.21,3.7115728058539754,26.72
7121,7.48,12.11,29.01,195.1,Rice,52.34,12.11,4.644199790309706,70.11
7122,7.32,20.98,34.14,256.51,Soybean,56.65,15.05,7.699399493863422,6.8
7123,6.34,15.54,24.78,174.43,Wheat,102.63,16.31,2.0367778066850697,61.97
7124,6.77,43.91,20.86,133.75,Wheat,72.36,12.36,2.977235637622736,89.49
7125,6.3,19.16,17.65,161.58,Wheat,170.31,13.4,8.78495473918991,2.29
7126,6.21,18.42,15.31,284.35,Wheat,122.28,14.0,2.325675744206197,88.19
7127,7.11,26.0,26.92,283.37,Soybean,55.01,6.81,6.908089396814265,85.48
7128,6.86,20.63,23.95,93.83,Corn,131.7,13.74,6.1352261017295735,4.22
7129,6.76,48.58,27.36,163.61,Rice,52.58,7.19,8.770416902644282,28.36
7130,7.48,31.58,34.97,289.64,Wheat,178.41,9.64,8.060000068431517,46.95
7131,6.17,25.29,34.63,223.62,Wheat,88.25,3.66,6.396715583530366,73.77
7132,7.01,23.28,30.29,88.42,Soybean,159.51,19.9,5.449479169462039,97.55
7133,7.29,47.59,18.82,250.47,Wheat,100.62,12.63,4.546017425290477,84.04
7134,7.1,32.83,26.17,75.52,Wheat,167.95,8.99,6.395772344258318,82.41
7135,5.78,44.44,24.34,110.3,Rice,138.73,18.37,6.825587039378791,48.42
7136,5.59,25.54,22.73,68.17,Soybean,93.87,12.9,8.004260391122347,74.27
7137,6.25,14.53,33.64,65.02,Soybean,115.06,19.75,1.279160130625105,95.08
7138,7.45,48.7,29.71,162.56,Corn,142.17,14.43,9.162449687624829,53.06
7139,5.58,35.54,18.48,194.6,Wheat,77.16,5.33,7.078365203395103,58.21
7140,6.75,44.42,16.83,168.23,Rice,74.6,10.74,2.229640189627085,84.86
7141,6.84,30.9,20.74,220.57,Wheat,165.01,6.19,9.6526692066751,40.2
7142,7.0,30.42,20.03,61.41,Wheat,167.84,11.76,7.608003598093553,24.95
7143,6.78,13.19,28.64,112.49,Rice,128.68,7.32,4.366763147074998,6.96
7144,6.65,47.24,21.5,249.15,Corn,147.9,3.09,5.785389964702766,16.13
7145,7.25,42.36,20.18,161.47,Rice,109.98,15.37,1.6988839933003526,76.03
7146,6.29,37.65,20.68,105.44,Rice,128.57,18.25,6.493354279146038,70.53
7147,6.32,41.66,15.6,109.24,Corn,183.31,6.32,9.967517048477765,24.92
7148,7.5,24.47,27.24,95.77,Rice,177.85,10.99,4.568394907272347,94.18
7149,5.86,42.55,23.78,171.44,Corn,131.33,9.24,3.2945307965618205,87.34
7150,5.77,40.58,24.84,146.54,Corn,69.15,5.03,4.682155395736569,95.43
7151,5.54,18.73,23.24,114.95,Wheat,136.82,15.45,6.300678226104123,58.33
7152,6.26,15.03,31.69,161.37,Soybean,140.54,7.81,8.882222001814817,97.77
7153,7.02,16.0,30.59,169.2,Rice,74.63,17.2,6.2068884588330855,27.8
7154,6.72,10.6,32.61,138.6,Wheat,162.69,5.44,2.9973566122495177,70.44
7155,5.67,43.79,31.0,270.48,Soybean,186.66,5.51,1.1045200785379126,85.53
7156,6.98,44.73,33.09,173.13,Corn,109.7,14.78,9.606846382443925,44.2
7157,6.14,18.04,32.7,196.36,Wheat,102.57,3.54,9.157015862795554,34.43
7158,6.26,22.37,16.48,298.89,Rice,89.3,11.18,4.082826384794552,57.42
7159,6.85,31.67,25.99,58.59,Rice,69.55,2.66,2.8986941452341384,78.86
7160,6.67,18.88,20.52,267.32,Soybean,133.42,7.51,7.325097614586521,21.38
7161,6.09,31.2,20.73,53.85,Rice,118.66,3.78,5.617785902451237,35.38
7162,5.57,28.52,15.42,149.61,Rice,129.82,11.99,6.658179384749031,64.47
7163,6.97,25.0,21.05,234.11,Wheat,169.33,16.24,8.279925366006555,94.32
7164,6.63,14.99,16.48,208.12,Soybean,144.33,11.81,3.2386786310812816,64.08
7165,6.99,14.27,17.11,85.9,Corn,198.67,13.54,5.9931351309701,3.93
7166,6.79,26.96,30.95,273.71,Wheat,114.87,4.46,4.6257315089795,46.53
7167,6.39,17.31,17.6,287.0,Soybean,106.29,7.44,8.647019014849946,10.76
7168,7.23,23.13,22.87,246.29,Soybean,108.73,5.05,4.720416328083744,87.49
7169,6.93,28.22,33.18,291.89,Rice,182.58,13.46,2.577027387871782,19.8
7170,6.5,35.26,22.92,53.66,Wheat,95.17,18.88,4.734274143877761,12.28
7171,7.26,25.91,20.57,262.07,Corn,114.81,16.54,2.9077889224271565,48.78
7172,5.56,42.1,26.09,229.58,Corn,120.0,14.48,6.747593966355261,55.02
7173,6.86,20.04,22.94,98.7,Rice,130.5,10.2,5.6972188601091975,91.59
7174,5.52,49.49,22.09,262.91,Corn,149.77,19.33,7.0275912940270615,79.61
7175,5.95,34.45,32.22,142.44,Corn,192.38,15.52,7.744579232218752,24.28
7176,6.25,18.03,20.72,136.44,Corn,64.18,7.28,6.339325011155554,23.97
7177,7.1,19.76,25.56,190.0,Corn,50.28,7.72,5.706758151151143,46.92
7178,7.4,47.26,21.69,284.77,Wheat,65.09,9.65,6.87478883101385,71.21
7179,6.06,36.76,18.52,213.32,Corn,145.69,9.02,3.6322984852524383,39.89
7180,7.08,32.55,29.75,170.1,Wheat,161.94,15.34,3.8818370609632975,83.9
7181,6.34,23.27,26.36,78.38,Corn,174.48,6.68,1.1590316284827265,14.58
7182,6.62,39.82,18.49,244.63,Corn,102.12,13.47,7.5805143850090015,23.24
7183,6.26,36.16,16.47,295.91,Corn,78.13,3.98,6.165841860549846,29.31
7184,5.91,13.27,21.62,100.86,Rice,193.06,4.4,4.277940193273544,36.28
7185,7.26,14.54,24.32,249.82,Wheat,83.76,2.91,8.898079168602441,17.14
7186,7.13,10.96,15.42,141.43,Rice,127.47,12.89,2.958491869023257,58.82
7187,5.79,13.68,20.23,172.76,Rice,114.55,12.25,2.27228313390298,5.77
7188,7.23,32.98,16.9,178.74,Corn,82.94,7.37,5.60775577941863,44.59
7189,5.74,18.76,19.41,144.07,Soybean,101.68,12.94,7.452579708072299,48.63
7190,6.13,42.41,32.62,222.79,Soybean,54.3,7.64,2.135347128595205,68.82
7191,6.83,39.18,28.98,134.96,Soybean,188.24,4.38,3.509218510246724,8.46
7192,6.66,44.13,21.93,205.83,Soybean,85.56,1.05,1.3538386890400973,66.25
7193,5.51,11.59,23.39,211.74,Soybean,169.05,6.41,5.561173425602004,64.96
7194,7.44,30.73,33.72,238.93,Soybean,140.58,11.14,4.045760724194789,27.72
7195,7.28,30.1,17.23,73.01,Wheat,182.03,11.13,9.33660323399325,26.13
7196,5.55,34.75,28.86,58.08,Wheat,168.12,9.2,1.4263490992790544,32.72
7197,6.92,35.03,25.49,83.37,Corn,146.05,3.44,4.235604650675884,51.93
7198,7.4,43.5,17.6,141.07,Corn,61.52,12.32,6.031844526146895,65.8
7199,7.41,39.42,17.33,132.94,Corn,185.2,2.79,2.242772835195807,98.29
7200,5.64,10.67,16.92,178.11,Soybean,67.52,1.38,4.057987855646209,89.66
7201,7.01,22.22,31.46,259.55,Wheat,120.51,2.07,8.157912884319858,28.47
7202,6.71,15.28,28.44,237.17,Soybean,58.18,7.97,4.908470178620482,6.78
7203,5.65,34.77,23.85,250.06,Soybean,91.1,15.56,5.998092183032071,68.09
7204,5.78,33.9,33.9,246.0,Rice,157.17,15.22,8.87431671327243,39.2
7205,6.56,48.47,32.43,109.46,Corn,136.13,19.26,4.608910868811457,67.31
7206,5.83,11.49,22.76,150.66,Wheat,183.89,2.93,4.484936637247645,11.12
7207,5.53,45.58,16.05,96.35,Wheat,80.67,9.51,1.4028094292637348,26.12
7208,6.55,29.2,18.54,83.22,Wheat,95.93,9.21,7.750911978181581,27.83
7209,7.36,22.3,22.26,128.05,Corn,82.62,19.2,4.252728762164336,11.75
7210,6.09,20.71,27.07,211.44,Rice,52.05,3.66,4.836883255349201,28.76
7211,6.53,22.66,22.7,166.51,Wheat,180.61,13.31,9.410862147619708,78.18
7212,5.53,46.28,18.08,248.29,Wheat,135.55,11.19,8.21884328149676,41.44
7213,7.33,48.95,29.34,241.23,Soybean,170.73,2.15,8.267343031434171,97.23
7214,7.06,33.87,18.47,183.12,Soybean,69.25,10.49,6.956190806962622,11.97
7215,6.89,12.64,32.88,64.23,Soybean,57.74,17.14,2.5821156087601165,29.87
7216,5.83,49.71,25.3,295.52,Rice,172.33,19.45,2.20461319886338,89.73
7217,6.05,29.76,15.11,158.1,Rice,177.86,18.64,1.8975227756952773,97.84
7218,7.43,33.13,20.14,73.76,Corn,171.64,18.98,3.7808861747569305,52.64
7219,7.3,18.64,33.84,152.1,Soybean,168.08,4.52,3.959343974013908,93.49
7220,6.19,26.3,26.87,298.09,Soybean,199.43,4.02,3.5310494780739474,23.82
7221,6.26,20.72,19.37,235.64,Soybean,82.6,12.59,7.982643495983793,33.13
7222,6.26,42.58,29.55,76.9,Corn,153.56,18.99,8.646622804040803,30.62
7223,6.54,37.16,28.8,94.82,Corn,103.68,17.08,4.702528015131161,99.98
7224,6.54,35.55,20.8,119.79,Rice,99.52,19.62,8.574267276655032,40.29
7225,6.65,41.55,15.79,299.54,Soybean,194.22,18.12,5.845190415595795,31.83
7226,7.04,44.3,26.27,68.96,Rice,74.61,12.58,1.2298268013946745,73.01
7227,5.71,20.79,16.55,267.78,Wheat,78.4,11.56,6.358749128958058,43.75
7228,6.04,10.24,34.14,185.75,Rice,107.98,7.25,1.3506471708526795,88.77
7229,6.37,27.61,26.84,299.43,Rice,160.13,18.48,6.111096415304013,0.75
7230,6.77,35.55,26.79,127.6,Soybean,117.81,8.18,2.137750925829877,93.0
7231,7.3,23.46,23.47,213.76,Corn,190.53,6.21,1.5956291196084575,38.29
7232,6.05,49.94,29.69,169.97,Corn,123.23,10.39,1.2011417726154925,28.11
7233,6.02,15.93,27.33,162.57,Wheat,148.65,16.69,7.199073577147744,60.98
7234,6.79,18.2,32.31,140.06,Soybean,152.94,5.67,3.804291356402592,7.12
7235,5.76,43.98,27.68,190.93,Wheat,65.89,14.0,8.606420608379318,74.42
7236,6.36,13.43,19.25,233.8,Wheat,193.8,16.06,6.571817588046932,54.73
7237,6.42,14.15,33.71,244.23,Soybean,162.55,17.81,1.8073385156483028,72.75
7238,6.1,49.67,23.46,109.74,Wheat,154.95,12.09,7.631096328220604,28.64
7239,6.95,45.04,27.49,106.67,Soybean,147.69,12.42,1.3007328058230516,54.94
7240,6.59,33.73,34.63,203.55,Corn,129.56,7.49,4.42882175831876,75.9
7241,7.1,14.64,19.03,196.56,Soybean,103.07,4.04,7.72968618321122,44.96
7242,6.24,34.18,20.22,53.15,Wheat,133.47,12.81,4.878846098328367,91.75
7243,5.51,20.1,34.14,132.16,Wheat,93.35,6.72,6.408100360598745,89.3
7244,6.54,23.09,17.77,131.33,Rice,143.76,17.0,8.860872082878057,16.91
7245,6.99,27.84,34.44,299.07,Wheat,63.2,15.1,6.309999041518783,75.37
7246,6.68,16.84,24.31,194.29,Wheat,52.0,13.42,6.648945247594412,18.88
7247,6.13,49.28,21.43,139.05,Wheat,132.39,8.71,4.9542365641920085,92.72
7248,7.47,19.16,23.73,193.82,Corn,187.6,15.93,5.355748957758874,49.74
7249,6.95,48.45,28.07,221.82,Soybean,104.25,18.5,4.867646240713292,88.94
7250,6.94,15.59,33.9,107.63,Corn,112.7,7.87,1.0274107321885375,64.91
7251,5.96,40.12,27.08,293.9,Rice,158.45,17.23,4.311311955079979,27.04
7252,5.89,41.18,17.01,166.9,Corn,88.71,8.51,8.434707738818922,27.03
7253,6.05,33.13,21.98,118.42,Wheat,108.6,9.56,2.0439931111652503,18.55
7254,7.26,33.83,23.89,82.85,Wheat,191.88,15.76,2.606330739431257,44.59
7255,7.29,44.05,15.17,157.33,Soybean,148.69,2.56,4.941043848594511,71.67
7256,5.85,29.43,23.79,59.15,Wheat,98.09,1.91,1.8493641244089265,47.7
7257,6.46,31.39,17.96,202.77,Rice,132.43,6.86,9.661556269734092,13.18
7258,5.8,35.17,22.19,75.06,Soybean,88.47,13.88,2.073761024773864,20.74
7259,5.89,18.39,15.71,273.08,Wheat,146.36,9.79,1.5029862472940358,91.53
7260,7.3,48.59,25.83,77.82,Wheat,153.45,2.14,6.832651464575681,43.41
7261,7.14,38.13,25.74,293.09,Soybean,126.25,12.63,7.078567489537971,10.59
7262,7.44,38.72,30.34,80.63,Soybean,199.83,15.63,2.327894859545469,80.01
7263,5.86,37.24,28.67,280.22,Wheat,124.01,4.54,3.670610345852406,98.06
7264,7.37,16.62,24.51,276.4,Wheat,90.92,5.21,2.598953187672727,11.13
7265,6.62,27.82,30.43,57.27,Corn,109.31,5.46,6.764400513031833,40.32
7266,5.59,16.9,28.81,259.57,Wheat,54.74,10.65,6.418156229891195,18.03
7267,6.28,40.22,26.37,162.01,Corn,53.01,1.25,2.0726069190349694,54.33
7268,5.99,45.1,33.49,224.15,Corn,60.15,14.14,9.43149683695835,24.9
7269,6.58,23.99,18.81,117.48,Wheat,137.64,14.41,7.874708231621882,83.23
7270,5.52,21.33,28.56,161.31,Soybean,100.75,6.27,8.306335630132562,85.56
7271,6.72,10.95,31.49,144.92,Rice,127.93,8.57,4.619551411363979,22.91
7272,6.02,13.37,15.56,58.97,Rice,57.4,2.49,4.213975606188528,81.7
7273,6.51,31.08,34.73,242.5,Soybean,93.32,1.05,5.943788818448779,62.01
7274,6.93,37.13,34.12,155.04,Soybean,187.34,10.04,3.753295326334319,26.22
7275,6.23,26.9,30.21,199.22,Wheat,81.55,6.11,3.377091798587857,16.24
7276,6.39,12.63,33.09,229.19,Soybean,115.92,14.15,1.2292863970030306,54.25
7277,6.25,49.22,28.7,86.5,Soybean,166.4,10.77,3.42816585530422,74.58
7278,6.62,39.54,20.67,263.47,Corn,139.4,12.78,3.4949401833921505,32.98
7279,6.42,29.23,33.69,192.91,Corn,186.21,5.37,7.768334864377701,99.79
7280,7.2,21.74,21.97,246.41,Rice,112.2,10.99,7.541194806106674,40.6
7281,7.08,20.08,25.84,71.86,Corn,124.23,1.23,7.971921111779933,28.73
7282,7.48,31.58,25.68,245.31,Rice,103.42,8.42,9.048041620890226,86.36
7283,5.51,18.84,17.49,156.84,Soybean,173.47,19.29,2.4949309384537184,90.39
7284,6.65,27.33,20.03,218.51,Corn,114.43,4.62,2.858529255308045,47.17
7285,6.83,41.81,22.81,242.13,Wheat,190.71,6.91,7.988261541282104,47.41
7286,6.99,32.8,24.4,207.63,Rice,148.42,12.19,7.099875501405111,72.64
7287,7.0,22.29,25.87,287.4,Soybean,76.7,11.9,4.5140101716533145,32.12
7288,7.16,24.88,24.97,236.66,Corn,122.13,5.07,8.578003716266618,67.96
7289,6.3,44.08,31.66,203.93,Wheat,193.26,14.79,9.300159149326555,75.18
7290,6.94,27.8,23.24,93.27,Wheat,166.13,7.97,6.530376882762997,15.46
7291,6.04,21.3,20.63,127.98,Corn,113.39,18.33,4.57531882141095,35.29
7292,5.78,41.26,21.63,284.91,Wheat,80.13,4.72,4.929537295396726,92.64
7293,6.48,26.48,22.59,124.64,Wheat,187.61,6.98,7.580979349861264,19.28
7294,6.88,48.37,23.44,138.67,Soybean,164.58,17.05,7.702533565447639,37.24
7295,6.89,25.19,18.15,86.04,Soybean,174.43,19.0,8.3074483738727,39.49
7296,5.55,27.54,33.94,124.56,Rice,60.59,11.47,6.8082845079325445,59.62
7297,6.55,16.25,18.82,264.97,Wheat,195.58,4.13,9.3472714412151,70.19
7298,6.28,15.34,24.48,177.19,Soybean,177.68,18.4,9.572522052004032,25.65
7299,7.14,26.13,17.74,262.46,Corn,81.69,11.87,2.124674269018072,9.02
7300,5.81,29.81,22.89,236.84,Corn,125.75,9.44,9.510840051946072,65.37
7301,5.97,35.89,24.43,216.83,Wheat,120.32,4.77,3.609552749571423,32.85
7302,6.88,28.5,24.35,183.42,Soybean,66.75,15.55,5.708120151040984,45.44
7303,7.34,13.89,32.89,284.22,Wheat,94.1,12.53,4.805195370623549,13.11
7304,6.89,17.63,30.15,172.42,Wheat,100.92,2.47,9.816823580367918,78.69
7305,5.83,19.05,25.14,164.95,Rice,77.81,3.21,2.54649427846224,71.05
7306,7.29,31.24,34.94,94.61,Rice,145.26,18.42,6.928393342008657,43.47
7307,7.31,34.77,15.94,295.04,Rice,161.39,2.66,2.6102456778875687,40.24
7308,6.67,14.17,34.28,106.53,Soybean,130.06,9.6,3.610092676995802,68.78
7309,6.3,38.81,20.45,164.99,Soybean,146.09,6.67,9.266477599782718,33.9
7310,5.76,48.45,23.25,241.79,Wheat,197.71,18.49,3.789149969094732,33.54
7311,5.67,33.39,15.95,146.26,Corn,104.02,9.21,2.842550504726016,22.06
7312,5.6,32.11,17.21,50.77,Corn,62.48,3.16,7.022191714897901,64.45
7313,6.78,30.59,29.58,186.25,Soybean,123.7,13.61,2.9570900846298285,9.68
7314,7.22,15.98,16.39,137.61,Corn,148.4,11.49,7.358803995118697,84.66
7315,7.14,36.02,24.34,95.95,Rice,181.43,3.53,3.121803082958784,78.16
7316,7.36,17.04,29.84,89.05,Wheat,52.65,14.59,1.9823748894518305,83.36
7317,7.26,11.82,23.93,128.01,Corn,50.35,16.33,7.162872287098775,78.99
7318,6.83,26.83,23.58,299.66,Wheat,153.46,15.89,3.743833648031034,95.28
7319,7.05,21.29,31.39,76.67,Corn,172.96,17.95,7.054694867862983,48.61
7320,7.34,25.6,32.75,137.78,Corn,108.61,8.79,2.658690912543272,25.18
7321,6.41,23.51,19.46,286.79,Soybean,60.75,2.79,1.827297307525364,38.15
7322,6.26,39.33,31.66,237.49,Corn,114.88,7.14,1.3211157378079852,98.52
7323,6.54,32.28,29.36,160.24,Soybean,126.76,3.99,6.296203727711136,65.06
7324,6.14,41.57,19.68,264.46,Corn,199.32,11.05,5.14913495776042,58.25
7325,7.31,13.11,25.39,291.84,Soybean,180.68,2.78,4.68424238757435,28.09
7326,6.51,43.66,32.44,154.68,Corn,92.69,15.39,5.486015387009103,97.98
7327,7.19,45.66,16.62,132.75,Soybean,77.41,6.17,4.425350983722045,59.59
7328,7.31,28.49,32.19,88.38,Corn,89.28,4.5,7.125668500030674,52.68
7329,5.77,13.72,26.35,291.25,Rice,114.74,5.25,1.8272137706924507,18.86
7330,7.06,10.37,34.6,106.47,Corn,83.82,19.24,4.266670533453152,28.16
7331,7.35,35.05,17.95,79.54,Soybean,105.38,19.68,7.925420273394501,99.34
7332,7.27,37.01,31.68,290.51,Soybean,132.61,9.33,2.880656000525143,47.79
7333,6.32,34.07,33.64,214.73,Wheat,138.97,19.14,6.531542662010555,42.26
7334,6.53,12.12,20.08,275.06,Corn,74.8,5.13,7.677288178022234,5.54
7335,7.33,41.44,25.61,166.97,Wheat,55.61,6.68,7.565385930234476,60.76
7336,7.31,43.05,25.05,112.1,Corn,177.06,15.06,4.581952390716155,28.86
7337,7.4,35.72,27.66,214.59,Soybean,125.77,9.91,7.05893926959207,27.31
7338,6.3,25.04,25.3,106.15,Wheat,86.11,6.8,6.3726783382259775,14.68
7339,5.55,31.95,34.94,71.12,Soybean,149.81,5.3,5.881241662589911,53.09
7340,7.31,23.24,24.92,107.56,Wheat,69.38,4.93,7.59024444204765,92.6
7341,6.63,37.1,31.14,291.54,Wheat,120.92,18.18,9.560211108011456,99.66
7342,5.77,22.69,15.76,287.64,Soybean,163.99,1.05,6.897028050197424,82.96
7343,6.45,37.32,34.33,273.35,Wheat,191.94,15.74,8.141460787431768,50.57
7344,7.04,19.46,28.31,92.53,Soybean,85.28,8.9,3.2004281620827646,42.5
7345,6.39,40.05,25.56,65.44,Wheat,178.24,15.16,9.775521546528864,76.15
7346,7.28,22.41,33.83,221.41,Wheat,185.38,7.08,4.57726704233876,14.52
7347,6.56,39.81,34.01,150.21,Wheat,83.83,9.78,4.685784315812303,3.58
7348,6.38,28.14,33.34,105.92,Wheat,183.12,11.16,1.3745458817336118,36.01
7349,6.58,23.08,18.99,98.48,Wheat,123.51,16.42,7.938065976666932,64.74
7350,5.95,49.23,19.42,131.22,Rice,136.4,9.49,7.800724711361352,76.43
7351,7.03,49.38,16.32,196.26,Corn,157.78,14.66,3.4827458723925173,11.28
7352,5.88,24.82,31.75,227.45,Wheat,115.67,3.09,4.94429212192958,47.08
7353,6.08,44.42,31.68,87.27,Soybean,181.88,15.52,8.021560524533896,0.98
7354,5.74,14.27,19.31,130.06,Wheat,168.82,18.35,2.023850816331607,87.02
7355,5.75,40.97,20.5,224.64,Soybean,86.58,9.5,2.1024134037218194,94.57
7356,6.92,33.44,26.49,197.54,Soybean,172.57,17.0,8.499151056556784,2.67
7357,7.1,18.63,28.58,52.53,Rice,68.36,10.5,9.026768780488368,37.55
7358,6.37,44.15,22.22,187.77,Rice,170.01,2.06,4.996435832187638,39.03
7359,6.31,39.38,24.16,251.63,Wheat,196.35,11.22,4.758237776192949,48.92
7360,6.31,13.01,28.93,141.49,Soybean,178.18,4.05,8.639936011852821,22.59
7361,6.54,21.99,26.54,238.44,Corn,87.95,14.39,7.966269662722954,74.22
7362,6.91,33.96,25.67,221.25,Soybean,78.02,7.82,8.562615087538582,83.68
7363,6.45,30.72,25.89,119.9,Wheat,163.4,6.71,7.397520345078227,85.43
7364,6.77,30.36,29.25,298.91,Corn,191.53,5.12,5.236482224285223,75.24
7365,6.14,16.28,29.89,171.18,Corn,72.06,6.29,2.100071281389791,88.09
7366,5.89,33.34,33.42,121.52,Corn,65.98,5.61,6.023370161716186,2.5
